0,202194150,"ak47aa","Muslim14544","",73,579,0,9,"","Athens","2010-10-13 14:17:34","None"
1,4167144079,"Melia Benzema","Najweeen3","Am Back to make u die in ur Rage !!!",60,25,3,259,"","None","2015-11-08 10:17:07","None"
2,74551345,"Dummyville Hero ","Dummyville_Hero","One who submits to the will of The Almighty Creator.",83,46,0,48,"Earth ","Eastern Time (US & Canada)","2009-09-15 20:48:12","http://t.co/YIqFLYIEVH"
3,3238440855,"NewSeeker ","ami_aumi","I am not a member of #ISIS or #AQ nor am I a supporter or partisan to ISIS / AQ / JN / any other group. I am only partisan to the truth.Al-wala' wa-l-bara",79,63,5,144,"","None","2015-05-06 07:56:21","None"
4,4152027975,"Ben Isa","ben7491","",128,229,1,126,"","None","2015-11-09 22:04:30","None"
5,4251169635,"Umm Nutella Lioness","HaqqPrevails16","spreading the haqq even tho it is despised by the kuffar and munafiqeen - To resist is to exist - Stranger in Dunya seeking Aakhirah",135,53,1,46,"wilayat twitter ","None","2015-11-22 17:42:15","None"
6,3104571701,"Youssef Hawar Fakko","Youssefmfm","",10,79,0,4,"Stockholm","None","2015-03-22 12:48:49","None"
7,4243290564,"ام سيف الدين","umm_saifaldeen","يا راحلاً والله لن انساك |",101,77,0,32,"","Pacific Time (US & Canada)","2015-11-15 07:48:38","None"
8,94790587,"md mominul islam","mithun82","advocte, bangladesh supreme court",9,82,0,88,"23.764146,90.360944","None","2009-12-05 13:21:54","None"
9,4224842069,"Bocah Kurir Al-Haq","HaqHunter06","",115,169,3,170,"","None","2015-11-19 08:11:05","None"
10,4265587332,"blackflagtawheed1","blackflagtawhe1","",112,288,1,6,"","None","2015-11-17 08:11:49","None"
11,4333796413,"Abdul Matin","_abdulmatin_","",13,131,0,3,"","None","2015-11-23 12:11:12","None"
12,2609150580,"iqbal khan","iqbalkhan87","",15,194,1,68,"","None","2014-07-07 08:04:37","None"
13,4246382419,"Marshall Adams","marsh_adams1","",26,136,1,65,"","None","2015-11-15 14:14:31","None"
14,3220587511,"babuhimel","babuhimel","",12,60,0,4,"","None","2015-05-19 16:24:52","None"
15,4332890233,"Maz","mazza198824","",1,176,0,0,"","None","2015-11-23 10:11:36","None"
16,2325327336,"jiezull86","azizulluzizab","SubhanAllah..Allhamdulillah..Allahuakbar !!",97,1124,3,1287,"","None","2014-02-03 11:40:18","None"
17,3396173607,"Larkine","Larkine_","Voici la bio de mon profil.",40,54,0,1672,"","None","2015-07-30 22:03:22","None"
18,605759014,"Kâm ibn Y.","ibn_kam","",120,133,2,489,"","None","2012-06-11 21:19:54","None"
19,4256386767,"Wife of Shahid","ommabbas","zawjati @Maxabbes4 rahimahullah , muhajirāt fi Khilafah",30,63,0,3,"الدولية السلامة ","Pacific Time (US & Canada)","2015-11-23 10:12:12","None"
20,3252841144,"Funda Bayrak","hafsanasim1","",132,251,0,292,"","Pacific Time (US & Canada)","2015-05-13 22:04:52","None"
