0,3162269695,"Salahuddin Ayubi","mobi_ayubi","Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",626,886,4,6098,"","None","2015-04-18 09:47:22","None"
1,4237006799,"elhamdulilah muslim5","elhamdulilah8","",15,139,0,9,"","None","2015-11-20 20:17:52","None"
2,4212360749,"Abu Zakariyya","cheap_daal","Baqiya wa tatamaddad",77,239,1,54,"Dunya","None","2015-11-17 19:53:15","https://t.co/6Zrs3KZ6Y3"
3,198072450,"Gharibah","Bnt_Gharib212","#39 Ghanimah",199,104,1,4926,"Blockistan","Samoa","2010-10-03 08:09:51","None"
4,4227771467,"Khadijah Muhammad","khadijahm4601","",134,174,1,51,"","None","2015-11-19 17:06:31","None"
5,4083700215,"Al Afriqi","dawlah_ali4","",308,111,2,219,"","Pacific Time (US & Canada)","2015-10-31 16:38:05","None"
6,4236610139,"Jihadi Tweep","tweep_jihadi","I support all Jihad related accounts from #Hamas #BokoHaram #ISIS #AQ #AnsarFurqan #AlShabab #AQIS to #Jundullah #Qassam #Ahrarsham #JN",72,173,0,117,"I RT at my own leisure! 40th","None","2015-11-20 19:05:12","None"
7,3230060548,"Oum ☆","casaouia_oum","",1011,398,5,1828,"Wilayat Twitter","None","2015-05-03 07:28:50","None"
8,4301187312,"Binta Adam","janah__desire","Alhamdulillah",80,78,1,15,"","Pacific Time (US & Canada)","2015-11-20 13:22:41","None"
9,4234251268,"juba_sniper","juba_sn1per1","",145,191,2,26,"","None","2015-11-20 11:44:31","None"
10,4229492319,"hajer ","muslimahajer","salam alaikum",45,335,0,3,"England, United Kingdom","None","2015-11-19 21:51:42","None"
11,4263700094,"Liz","_Sawtul_Haqq5","",51,127,0,316,"","None","2015-11-17 03:56:33","None"
12,4223322814,"umseyfulahkhurasanya","88Desertcat","zawjatu Ibn Salahaddin Al Kurdi",244,122,1,57,"in the ❤ & soul of Abu Meryam","None","2015-11-19 03:26:36","None"
13,117203647,"Tarek Abdullah","buraaq99","",164,1086,3,0,"","None","2010-02-24 21:43:55","None"
